层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L1 意图,2025搜索,9983,18,6913,69.24772112591405,79.33039887443759,8542,85.56546128418312,89.46206777384472,9056,90.71421416407894,93.05591093550568,9719,97.3555043574076,98.35464357274641,79.07688731098634,9.659664049161478,8,264,2.6444956425924033,1.6453564272535885,105,1,1,False,98.35464357274641,98.35464357274641,0.0
自上而下 L1 意图,2026搜索,9982,19,4952,49.60929673412142,59.93448454918076,8291,83.05950711280305,85.3590991297922,8792,88.07854137447406,91.14628015659574,9623,96.40352634742537,97.15095531696716,518.6102052432769,2.297588500071556,9,359,3.5964736525746304,2.8490446830328437,97,1,1,False,97.15095531696716,97.15095531696716,0.0
自上而下 L1 意图,助手头部1k,889,19,486,54.6681664791901,57.266501964815696,649,73.00337457817773,74.46941685596323,744,83.68953880764904,84.60852912404036,838,94.26321709786276,94.51343867619504,222.0807486383696,3.9283878562782912,9,51,5.736782902137236,5.486561323804963,12,2,1,True,94.42721891528906,94.51343867619504,0.08621976090597627
自上而下 L1 意图,助手随机1k,950,17,180,18.94736842105263,16.306156405990016,398,41.89473684210526,48.752079866888515,590,62.10526315789474,67.13810316139767,884,93.05263157894737,94.42595673876873,156.73725320026037,5.990016638935107,7,66,6.94736842105263,5.574043261231267,34,1,1,False,94.42595673876873,94.42595673876873,0.0
自上而下 L2 子意图,2025搜索,9983,35,3549,35.55043574075929,50.04457946371029,6913,69.24772112591405,79.33039887443759,7989,80.02604427526795,86.23977874521492,8831,88.46038265050586,92.13812149423329,79.07688731098634,9.659664049161478,25,1152,11.539617349494137,7.861878505766711,114,1,1,False,92.13812149423329,92.13812149423329,0.0
自上而下 L2 子意图,2026搜索,9982,36,2587,25.9166499699459,33.57121513317244,6013,60.23842917251052,64.10484784531785,7933,79.47305149268684,83.04313989073648,8746,87.6177118813865,89.36097834077026,518.6102052432769,2.297588500071556,26,1236,12.382288118613502,10.63902165922974,125,1,1,False,89.36097834077026,89.36097834077026,0.0
自上而下 L2 子意图,助手头部1k,889,32,259,29.133858267716537,30.43143041899488,486,54.6681664791901,57.2665019648157,577,64.90438695163104,67.86904544776243,717,80.65241844769403,81.74213659199815,222.0807486383696,3.9283878562782912,22,172,19.347581552305968,18.257863408001853,21,1,1,False,81.74213659199815,81.74213659199815,0.0
自上而下 L2 子意图,助手随机1k,950,30,131,13.789473684210526,10.981697171381034,330,34.73684210526316,28.45257903494177,449,47.26315789473684,39.1846921797005,671,70.63157894736842,61.73044925124793,156.73725320026037,5.990016638935107,20,279,29.368421052631575,38.26955074875207,36,1,1,False,61.73044925124793,61.73044925124793,0.0
自下而上 家族,2025搜索,9983,35,5835,58.449363918661724,62.55511905353905,7536,75.48833016127416,73.19828392924146,8066,80.79735550435741,77.93849490689045,8740,87.54883301612742,88.69176477915963,79.07688731098634,9.659664049161478,25,1243,12.451166983872582,11.308235220840373,104,1,1,False,88.69176477915963,88.69176477915963,0.0
自下而上 家族,2026搜索,9982,35,6339,63.50430775395712,64.16193844954562,7433,74.46403526347426,72.35310410248152,7974,79.88379082348227,75.91977665292333,8733,87.48747745942697,84.82349573837396,518.6102052432769,2.297588500071556,25,1249,12.51252254057303,15.176504261626036,131,1,1,False,84.82349573837396,84.82349573837396,0.0
自下而上 家族,助手头部1k,889,32,414,46.56917885264342,45.52610634875893,572,64.34195725534308,64.70378537911824,652,73.3408323959505,74.07438112450464,779,87.62654668166479,87.13584586559665,222.0807486383696,3.9283878562782912,22,110,12.373453318335208,12.86415413440335,15,3,2,True,87.13584586559665,88.06063570492945,0.9247898393328029
自下而上 家族,助手随机1k,950,30,269,28.31578947368421,25.62396006655574,479,50.421052631578945,44.259567387687184,653,68.73684210526316,71.3810316139767,835,87.89473684210526,88.6855241264559,156.73725320026037,5.990016638935107,20,115,12.10526315789474,11.314475873544097,27,1,1,False,88.6855241264559,88.6855241264559,0.0
自下而上 叶,2025搜索,9983,35,5835,58.449363918661724,62.555119053539066,7536,75.48833016127416,73.19828392924147,8066,80.79735550435741,77.93849490689047,8740,87.54883301612742,88.69176477915964,79.07688731098634,9.659664049161478,25,1243,12.451166983872582,11.30823522084036,104,1,1,False,88.69176477915964,88.69176477915964,0.0
自下而上 叶,2026搜索,9982,36,6339,63.50430775395712,64.1619384495456,7377,73.90302544580244,71.24862444274356,7830,78.44119414946904,74.83208759168349,8602,86.17511520737327,83.57625102805481,518.6102052432769,2.297588500071556,26,1380,13.824884792626733,16.423748971945187,134,1,1,False,83.57625102805481,83.57625102805481,0.0
自下而上 叶,助手头部1k,889,32,414,46.56917885264342,45.52610634875893,572,64.34195725534308,64.70378537911824,652,73.3408323959505,74.07438112450464,779,87.62654668166479,88.06063570492945,222.0807486383696,3.9283878562782912,22,110,12.373453318335208,11.939364295070547,15,3,2,True,87.13584586559665,88.06063570492945,0.9247898393328029
自下而上 叶,助手随机1k,950,30,269,28.31578947368421,25.623960066555743,479,50.421052631578945,44.25956738768719,653,68.73684210526316,71.38103161397672,835,87.89473684210526,88.68552412645593,156.73725320026037,5.990016638935107,20,115,12.10526315789474,11.314475873544069,27,1,1,False,88.68552412645593,88.68552412645593,0.0
