key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,2025搜索,显著高于其余全部,6913,9983,69.248,46.908,11.208,3
BARE_NAME_IDENTITY_LOOKUP,裸名人物身份识别,助手随机1k,显著低于其余全部,107,950,11.263,59.226,-35.966,3
SEXUALIZED_BROWSE_NON_PERSON,性化类目浏览或非具体人物浏览,助手头部1k,显著高于其余全部,17,889,1.912,0.98,0.112,3
PERSONNEL_EVENT_LOOKUP,人事任免事件查询,助手随机1k,显著高于其余全部,61,950,6.421,0.762,3.871,3
PERSON_RECENT_EVENT_LOOKUP,人物近期事件状态查询,2026搜索,显著低于其余全部,66,9982,0.661,2.411,-0.285,3
BIO_PROFILE_LOOKUP,人物档案调阅,2026搜索,显著高于其余全部,2981,9982,29.864,9.939,17.999,3
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,2026搜索,显著低于其余全部,358,9982,3.586,6.911,-1.376,3
OUT_OF_DOMAIN_NON_PERSON,垂类外非人物查询,助手随机1k,显著高于其余全部,180,950,18.947,4.771,6.335,3
CLAIM_VERIFICATION,人物相关说法核实,2026搜索,显著低于其余全部,8,9982,0.08,1.328,-0.145,3
CLAIM_VERIFICATION,人物相关说法核实,助手随机1k,显著高于其余全部,111,950,11.684,0.259,8.325,3
RELATIONSHIP_AND_FAMILY_STATUS,私人家世与感情关系查询,2026搜索,显著低于其余全部,97,9982,0.972,2.402,-0.395,3
GROUP_ROSTER_ENUMERATION,群体名单枚举,助手随机1k,显著高于其余全部,107,950,11.263,2.326,6.554,3
FAN_ENGAGEMENT_ACTION,粉丝打榜投票入口,2026搜索,显著高于其余全部,135,9982,1.352,0.102,0.678,3
NAVIGATE_TO_PERSON_PAGE,跳转人物站外主页,2026搜索,显著高于其余全部,89,9982,0.892,0.271,0.231,3
PERSON_ATTRIBUTE_LOOKUP,人物单项属性查询,2025搜索,显著低于其余全部,155,9983,1.553,2.546,-0.027,3
PERSON_ATTRIBUTE_LOOKUP,人物单项属性查询,助手随机1k,显著高于其余全部,79,950,8.316,1.808,3.069,3
DEFAMATION_AND_SCANDAL,黑料绯闻炒作查询,2026搜索,显著低于其余全部,2,9982,0.02,0.22,-0.018,3
REVERSE_PERSON_RESOLUTION,作品角色反查人物,2026搜索,显著低于其余全部,34,9982,0.341,0.871,-0.052,3
REVERSE_PERSON_RESOLUTION,作品角色反查人物,助手随机1k,显著高于其余全部,30,950,3.158,0.513,0.042,3
ENTERTAINER_POPULARITY_METRIC_LOOKUP,艺人平台热度数值查询,2025搜索,显著低于其余全部,0,9983,0.0,2.106,-0.01,3
ENTERTAINER_POPULARITY_METRIC_LOOKUP,艺人平台热度数值查询,2026搜索,显著高于其余全部,247,9982,2.474,0.017,1.766,3
