层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,BARE_NAME_IDENTITY_LOOKUP,6913,69.24772112591405,79.33039887443759
自上而下 L1 意图,2025搜索,2,BIO_PROFILE_LOOKUP,1076,10.778323149353902,6.90937987077732
自上而下 L1 意图,2025搜索,3,OUT_OF_DOMAIN_NON_PERSON,553,5.539417008915156,3.22228902862981
自上而下 L1 意图,2025搜索,4,OFFICE_HOLDER_LOOKUP,305,3.0551938295101673,2.21938922869742
自上而下 L1 意图,2025搜索,5,GROUP_ROSTER_ENUMERATION,209,2.0935590503856556,1.374453932963537
自上而下 L1 意图,2025搜索,6,RELATIONSHIP_AND_FAMILY_STATUS,168,1.6828608634678954,0.9167948797158164
自上而下 L1 意图,2025搜索,7,PERSON_ATTRIBUTE_LOOKUP,155,1.5526394871281177,0.6520707223681412
自上而下 L1 意图,2025搜索,8,PERSON_RECENT_EVENT_LOOKUP,121,1.2120605028548532,1.214008047911747
自上而下 L1 意图,2025搜索,9,PERSONNEL_EVENT_LOOKUP,114,1.1419413002103576,1.263304144458559
自上而下 L1 意图,2025搜索,10,SEXUALIZED_BROWSE_NON_PERSON,105,1.0517880396674346,1.2525548427864397
自上而下 L1 意图,2026搜索,1,BARE_NAME_IDENTITY_LOOKUP,4952,49.60929673412142,59.93448454918076
自上而下 L1 意图,2026搜索,2,BIO_PROFILE_LOOKUP,2981,29.863754758565417,23.10865534155571
自上而下 L1 意图,2026搜索,3,OUT_OF_DOMAIN_NON_PERSON,358,3.586455620116209,2.3159592390557275
自上而下 L1 意图,2026搜索,4,GROUP_ROSTER_ENUMERATION,254,2.544580244439992,3.8543480455974577
自上而下 L1 意图,2026搜索,5,ENTERTAINER_POPULARITY_METRIC_LOOKUP,247,2.474454017231016,1.9328329812060911
自上而下 L1 意图,2026搜索,6,PERSON_IMAGE_REQUEST,215,2.1538769785614105,1.4653426374060614
自上而下 L1 意图,2026搜索,7,PERSON_ATTRIBUTE_LOOKUP,194,1.943498296934482,1.397717763271317
自上而下 L1 意图,2026搜索,8,OFFICE_HOLDER_LOOKUP,190,1.9034261671007815,1.4762623074316186
自上而下 L1 意图,2026搜索,9,FAN_ENGAGEMENT_ACTION,135,1.3524343818873974,1.1928647535918644
自上而下 L1 意图,2026搜索,10,RELATIONSHIP_AND_FAMILY_STATUS,97,0.971749148467241,0.47248769867054924
自上而下 L1 意图,助手头部1k,1,BARE_NAME_IDENTITY_LOOKUP,486,54.6681664791901,57.266501964815696
自上而下 L1 意图,助手头部1k,2,OUT_OF_DOMAIN_NON_PERSON,84,9.448818897637794,9.877551358790269
自上而下 L1 意图,助手头部1k,3,PERSON_RECENT_EVENT_LOOKUP,79,8.88638920134983,7.32536353235728
自上而下 L1 意图,助手头部1k,4,BIO_PROFILE_LOOKUP,48,5.399325084364454,5.7584851851237735
自上而下 L1 意图,助手头部1k,5,RELATIONSHIP_AND_FAMILY_STATUS,47,5.286839145106861,4.380627082953358
自上而下 L1 意图,助手头部1k,6,PERSON_ATTRIBUTE_LOOKUP,28,3.1496062992125986,2.9074298220888393
自上而下 L1 意图,助手头部1k,7,GROUP_ROSTER_ENUMERATION,22,2.4746906636670416,2.187411914907728
自上而下 L1 意图,助手头部1k,8,SEXUALIZED_BROWSE_NON_PERSON,17,1.9122609673790776,2.2997463149342567
自上而下 L1 意图,助手头部1k,9,REVERSE_PERSON_RESOLUTION,15,1.687289088863892,1.5482250335759642
自上而下 L1 意图,助手头部1k,10,MEME_OR_PHRASE_EXPLAINER,12,1.3498312710911136,0.9620964666478748
自上而下 L1 意图,助手随机1k,1,OUT_OF_DOMAIN_NON_PERSON,180,18.94736842105263,16.306156405990016
自上而下 L1 意图,助手随机1k,2,CLAIM_VERIFICATION,111,11.68421052631579,9.650582362728786
自上而下 L1 意图,助手随机1k,3,BARE_NAME_IDENTITY_LOOKUP,107,11.263157894736842,22.795341098169715
自上而下 L1 意图,助手随机1k,4,GROUP_ROSTER_ENUMERATION,107,11.263157894736842,9.73377703826955
自上而下 L1 意图,助手随机1k,5,PERSON_RECENT_EVENT_LOOKUP,85,8.947368421052632,8.6522462562396
自上而下 L1 意图,助手随机1k,6,PERSON_ATTRIBUTE_LOOKUP,79,8.31578947368421,7.237936772046589
自上而下 L1 意图,助手随机1k,7,RELATIONSHIP_AND_FAMILY_STATUS,69,7.2631578947368425,6.073211314475873
自上而下 L1 意图,助手随机1k,8,PERSONNEL_EVENT_LOOKUP,61,6.421052631578948,5.740432612312811
自上而下 L1 意图,助手随机1k,9,BIO_PROFILE_LOOKUP,51,5.368421052631579,5.24126455906822
自上而下 L1 意图,助手随机1k,10,OFFICE_HOLDER_LOOKUP,34,3.5789473684210527,2.995008319467554
自上而下 L2 子意图,2025搜索,1,BARE_NAME_IDENTITY_LOOKUP__2,3549,35.55043574075929,50.04457946371029
自上而下 L2 子意图,2025搜索,2,BARE_NAME_IDENTITY_LOOKUP__3,2337,23.40979665431233,20.977382766056515
自上而下 L2 子意图,2025搜索,3,BARE_NAME_IDENTITY_LOOKUP__1,1027,10.287488730842432,8.308436644670781
自上而下 L2 子意图,2025搜索,4,BIO_PROFILE_LOOKUP__1,722,7.232294901332265,4.825592580369865
自上而下 L2 子意图,2025搜索,5,BIO_PROFILE_LOOKUP__2,354,3.5460282480216367,2.0837872904074533
自上而下 L2 子意图,2025搜索,6,OUT_OF_DOMAIN_NON_PERSON__1,245,2.4541720925573474,1.3767846226718843
自上而下 L2 子意图,2025搜索,7,OUT_OF_DOMAIN_NON_PERSON__2,178,1.783031152960032,1.038864753190508
自上而下 L2 子意图,2025搜索,8,OFFICE_HOLDER_LOOKUP__2,176,1.7629970950616047,1.4156327998364495
自上而下 L2 子意图,2025搜索,9,OFFICE_HOLDER_LOOKUP__1,129,1.2921967344485625,0.8037564288609707
自上而下 L2 子意图,2025搜索,10,PERSONNEL_EVENT_LOOKUP__1,114,1.1419413002103576,1.263304144458559
自上而下 L2 子意图,2026搜索,1,BARE_NAME_IDENTITY_LOOKUP__2,2587,25.9166499699459,33.57121513317244
自上而下 L2 子意图,2026搜索,2,BIO_PROFILE_LOOKUP__1,1825,18.282909236625926,11.433498310277413
自上而下 L2 子意图,2026搜索,3,BARE_NAME_IDENTITY_LOOKUP__3,1601,16.03886996593869,19.100134401868004
自上而下 L2 子意图,2026搜索,4,BIO_PROFILE_LOOKUP__2,1156,11.58084552193949,11.6751570312783
自上而下 L2 子意图,2026搜索,5,BARE_NAME_IDENTITY_LOOKUP__1,764,7.6537767982368266,7.263135014140328
自上而下 L2 子意图,2026搜索,6,ENTERTAINER_POPULARITY_METRIC_LOOKUP__1,247,2.474454017231016,1.9328329812060914
自上而下 L2 子意图,2026搜索,7,PERSON_IMAGE_REQUEST__1,170,1.703065517932278,1.254490232547862
自上而下 L2 子意图,2026搜索,8,OUT_OF_DOMAIN_NON_PERSON__1,136,1.3624524143458225,0.8178190515611401
