外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
人物资料查询,2025搜索,2026搜索,5835,6339,0.2783,0.0216,True,裸名人物身份识别,82.52,裸名人物身份识别,55.53,True
人物资料查询,2025搜索,助手头部1k,5835,414,0.0926,0.0493,True,裸名人物身份识别,82.52,裸名人物身份识别,89.37,True
人物资料查询,2025搜索,助手随机1k,5835,82,0.2977,0.0998,True,裸名人物身份识别,82.52,裸名人物身份识别,53.66,True
人物资料查询,2026搜索,助手头部1k,6339,414,0.368,0.0601,True,裸名人物身份识别,55.53,裸名人物身份识别,89.37,True
人物资料查询,2026搜索,助手随机1k,6339,82,0.278,0.1422,True,裸名人物身份识别,55.53,裸名人物身份识别,53.66,True
人物资料查询,助手头部1k,助手随机1k,414,82,0.362,0.1106,True,裸名人物身份识别,89.37,裸名人物身份识别,53.66,True
查询含“马”字人物信息,2025搜索,2026搜索,104,50,0.3046,0.2113,True,裸名人物身份识别,57.69,裸名人物身份识别,86.0,True
查询习近平个人资料与讲话,2025搜索,2026搜索,47,85,0.1126,0.2321,False,人物单项属性查询,57.45,人物单项属性查询,52.94,True
美女图片查询,2025搜索,2026搜索,56,51,0.0858,0.1212,False,性化类目浏览或非具体人物浏览,85.71,性化类目浏览或非具体人物浏览,94.12,True
名称含义查询,2025搜索,2026搜索,491,294,0.0455,0.089,False,裸名人物身份识别,66.19,裸名人物身份识别,63.95,True
专名信息查询,2025搜索,2026搜索,1210,744,0.0414,0.0473,False,裸名人物身份识别,78.26,裸名人物身份识别,81.72,True
专名信息查询,2025搜索,助手头部1k,1210,36,0.2274,0.1685,True,裸名人物身份识别,78.26,裸名人物身份识别,58.33,True
专名信息查询,2025搜索,助手随机1k,1210,34,0.3982,0.1662,True,裸名人物身份识别,78.26,垂类外非人物查询,47.06,False
专名信息查询,2026搜索,助手头部1k,744,36,0.254,0.1658,True,裸名人物身份识别,81.72,裸名人物身份识别,58.33,True
专名信息查询,2026搜索,助手随机1k,744,34,0.4296,0.1736,True,裸名人物身份识别,81.72,垂类外非人物查询,47.06,False
专名信息查询,助手头部1k,助手随机1k,36,34,0.3366,0.3203,True,裸名人物身份识别,58.33,垂类外非人物查询,47.06,False
查询中国中央党政军领导成员名单与职务,2025搜索,2026搜索,156,190,0.1274,0.1548,False,群体名单枚举,37.82,群体名单枚举,47.37,True
查询女性人物及角色信息,2025搜索,2026搜索,63,56,0.119,0.244,False,性化类目浏览或非具体人物浏览,46.03,性化类目浏览或非具体人物浏览,46.43,True
查询人物背景与个人生活,2025搜索,2026搜索,145,69,0.2335,0.2599,False,人物近期事件状态查询,22.07,群体名单枚举,20.29,False
查询人物背景与个人生活,2025搜索,助手头部1k,145,64,0.2484,0.2673,False,人物近期事件状态查询,22.07,私人家世与感情关系查询,25.0,False
查询人物背景与个人生活,2025搜索,助手随机1k,145,269,0.2727,0.18,True,人物近期事件状态查询,22.07,垂类外非人物查询,26.02,False
查询人物背景与个人生活,2026搜索,助手头部1k,69,64,0.4357,0.2986,True,群体名单枚举,20.29,私人家世与感情关系查询,25.0,False
查询人物背景与个人生活,2026搜索,助手随机1k,69,269,0.3028,0.2363,True,群体名单枚举,20.29,垂类外非人物查询,26.02,False
查询人物背景与个人生活,助手头部1k,助手随机1k,64,269,0.3953,0.2436,True,私人家世与感情关系查询,25.0,垂类外非人物查询,26.02,False
官员职务及履历查询,2025搜索,2026搜索,80,48,0.1542,0.1833,False,公共职务现任者查询,82.5,公共职务现任者查询,68.75,True
人物简历查询,2025搜索,2026搜索,70,99,0.0369,0.0606,False,人物档案调阅,94.29,人物档案调阅,97.98,True
人名信息查询,2025搜索,2026搜索,214,163,0.0444,0.0742,False,裸名人物身份识别,89.25,裸名人物身份识别,90.18,True
人名信息查询,2025搜索,助手头部1k,214,38,0.0765,0.1168,False,裸名人物身份识别,89.25,裸名人物身份识别,94.74,True
人名信息查询,2026搜索,助手头部1k,163,38,0.0718,0.1107,False,裸名人物身份识别,90.18,裸名人物身份识别,94.74,True
人物角色资料查询,2025搜索,2026搜索,316,247,0.0295,0.055,False,裸名人物身份识别,92.41,裸名人物身份识别,90.69,True
查询对象身份,2025搜索,2026搜索,92,59,0.2027,0.2576,False,作品角色反查人物,34.78,作品角色反查人物,38.98,True
查询对象身份,2025搜索,助手头部1k,92,42,0.3742,0.2843,True,作品角色反查人物,34.78,垂类外非人物查询,40.48,False
查询对象身份,2025搜索,助手随机1k,92,42,0.3152,0.2998,True,作品角色反查人物,34.78,作品角色反查人物,23.81,True
查询对象身份,2026搜索,助手头部1k,59,42,0.4596,0.2967,True,作品角色反查人物,38.98,垂类外非人物查询,40.48,False
查询对象身份,2026搜索,助手随机1k,59,42,0.3103,0.2865,True,作品角色反查人物,38.98,作品角色反查人物,23.81,True
查询对象身份,助手头部1k,助手随机1k,42,42,0.2857,0.3107,False,垂类外非人物查询,40.48,作品角色反查人物,23.81,False
党委书记及常委任职查询,2025搜索,2026搜索,153,66,0.1072,0.1251,False,公共职务现任者查询,81.7,公共职务现任者查询,92.42,True
人物及机构基本信息查询,2025搜索,2026搜索,81,43,0.108,0.3041,False,人物单项属性查询,37.04,人物单项属性查询,37.21,True
人物及机构基本信息查询,2025搜索,助手头部1k,81,33,0.5544,0.3389,True,人物单项属性查询,37.04,垂类外非人物查询,30.3,False
人物及机构基本信息查询,2025搜索,助手随机1k,81,92,0.4191,0.2711,True,人物单项属性查询,37.04,垂类外非人物查询,20.65,False
人物及机构基本信息查询,2026搜索,助手头部1k,43,33,0.5201,0.3763,True,人物单项属性查询,37.21,垂类外非人物查询,30.3,False
人物及机构基本信息查询,2026搜索,助手随机1k,43,92,0.4211,0.3256,True,人物单项属性查询,37.21,垂类外非人物查询,20.65,False
人物及机构基本信息查询,助手头部1k,助手随机1k,33,92,0.3439,0.3456,False,垂类外非人物查询,30.3,垂类外非人物查询,20.65,True
人物个人简介查询,2025搜索,2026搜索,77,141,0.0071,0.0426,False,人物档案调阅,97.4,人物档案调阅,97.16,True
查询人物身份与归属信息,2025搜索,2026搜索,52,31,0.2612,0.2798,False,人物单项属性查询,42.31,人物单项属性查询,61.29,True
查询人物身份与归属信息,2025搜索,助手随机1k,52,36,0.4274,0.3333,True,人物单项属性查询,42.31,人物单项属性查询,44.44,True
查询人物身份与归属信息,2026搜索,助手随机1k,31,36,0.431,0.3586,True,人物单项属性查询,61.29,人物单项属性查询,44.44,True
查询部长级官员任职信息,2025搜索,2026搜索,38,36,0.076,0.231,False,公共职务现任者查询,76.32,公共职务现任者查询,77.78,True
查询明星娱乐八卦动态,2025搜索,2026搜索,116,98,0.2162,0.2573,False,裸名人物身份识别,30.17,裸名人物身份识别,24.49,True
查询明星娱乐八卦动态,2025搜索,助手头部1k,116,94,0.4195,0.2511,True,裸名人物身份识别,30.17,人物近期事件状态查询,41.49,False
查询明星娱乐八卦动态,2025搜索,助手随机1k,116,43,0.3518,0.3398,True,裸名人物身份识别,30.17,人物近期事件状态查询,25.58,False
查询明星娱乐八卦动态,2026搜索,助手头部1k,98,94,0.4824,0.2679,True,裸名人物身份识别,24.49,人物近期事件状态查询,41.49,False
查询明星娱乐八卦动态,2026搜索,助手随机1k,98,43,0.3503,0.3349,True,裸名人物身份识别,24.49,人物近期事件状态查询,25.58,False
查询明星娱乐八卦动态,助手头部1k,助手随机1k,94,43,0.3229,0.3068,True,人物近期事件状态查询,41.49,人物近期事件状态查询,25.58,True
查询人物图片,2025搜索,2026搜索,90,64,0.1691,0.2495,False,人物肖像图片获取,32.22,人物肖像图片获取,35.94,True
查询人物个人资料简历,2025搜索,2026搜索,72,134,0.0493,0.1287,False,人物档案调阅,77.78,人物档案调阅,79.85,True
查询人物配偶及亲属关系,2025搜索,2026搜索,67,38,0.1724,0.2365,False,私人家世与感情关系查询,56.72,私人家世与感情关系查询,39.47,True
领导班子成员名单查询,2025搜索,2026搜索,44,43,0.0677,0.1808,False,群体名单枚举,84.09,群体名单枚举,86.05,True
